Solution Key,PAF Error,Resolution Steps,Resolution Strategy,Need to be monitored,Source Line Number,Remote IP Address,Program/Method/Function Module,Package,Name of Method or Function Module,Name of Class or Program,Message Area,Message number,Expiry Date,Error Subcategory,Error Short Text,Application component ID,Application Area,ABAP Name of Consumer or Server Proxy,Error Log Information,Sender party,Sender interface operation,Sender interface namespace,Sender interface name,Receiver interface operation,Receiver interface namespace,Receiver interface name
SCM_FALCON023_2022,Error while updating life cycle status of production requisition 127,KBA: If production request is cancelled: Cancel the message,AMP Pending Manual action by MS,No,154,nan,P,AP_PRD_TRIGGER_RESPONSE_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APPTR_MAINTAIN_PRN,202,2023-03-22,Manual Retry,Material output 000001 in production requisition 6476 missing,AP-PTR,APPTR_MAINTAIN_PRN,I_APPTR_PRODUCING_IN_IB,nan,Production,ConfirmProductionRequest,http://sap.com/xi/AP/LogisticsExecution/Global,ProductionProducingOut,ChangeProductionRequisitionBasedOnProductionRequestConfirmation,http://sap.com/xi/AP/SupplyChainControl/Global,ProductionTriggerAndResponseProducingIn
SCM_FALCON023_2022,Error while updating life cycle status of production requisition 127,KBA: If production request is cancelled: Cancel the message,AMP Pending Manual action by MS,No,154,nan,P,AP_PRD_TRIGGER_RESPONSE_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APPTR_MAINTAIN_PRN,202,2023-03-22,Manual Retry,Material output 000001 in production requisition 6476 missing,AP-PTR,APPTR_MAINTAIN_PRN,I_APPTR_PRODUCING_IN_IB,nan,Production,ConfirmProductionRequest,http://sap.com/xi/AP/LogisticsExecution/Global,ProductionProducingOut,ChangeProductionRequisitionBasedOnProductionRequestConfirmation,http://sap.com/xi/AP/SupplyChainControl/Global,ProductionTriggerAndResponseProducingIn
SCM_FALCON023_2022,Error while updating life cycle status of production requisition 127,KBA: If production request is cancelled: Cancel the message,AMP Pending Manual action by MS,No,154,nan,P,AP_PRD_TRIGGER_RESPONSE_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APPTR_MAINTAIN_PRN,231,2023-03-12,Manual Retry,Error while updating life cycle status of production requisition 22598,AP-PTR,APPTR_MAINTAIN_PRN,I_APPTR_PRODUCING_IN_IB,nan,Production,ConfirmProductionRequest,http://sap.com/xi/AP/LogisticsExecution/Global,ProductionProducingOut,ChangeProductionRequisitionBasedOnProductionRequestConfirmation,http://sap.com/xi/AP/SupplyChainControl/Global,ProductionTriggerAndResponseProducingIn
SCM_FALCON024_2022,An error occurred during save process // Purchase order item has been canceled,"TPOP PO line item is already cancelled but Inter-company OD related to SO is released and triggered the message to create IDN, * for PO, as OD have no updates about the cancellation of PO, the message is failing because of this inconsistency. 

As we can see TPOP Sales Order is in Completed State and TPOP PO is already cancelled. Hence this whole scenario should be reversed and Cancelled.  

1. Cancel the message  

2. Undo-release the OD and cancel the OD  

3. Ask the customer to cancel the full scenario ",Manual Action by Dev,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCM_FALCON025_2022,Customer invoice already exist for outbound delivery // Error while creating goods movement ,"The customer is trying to cancel or undo-release the OD.

After examining the error message, it has been confirmed that the three noted ODs are currently prevented from being Undo Released due to each of them having active/uncancelled customer invoices:


The customer needs to cancel the active invoices and then perform Undo Release on the corresponding ODs.",Manual Action by Dev,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCM_FALCON026_2022,Open  array insert produces duplicate records i,"KBA: PDI issue
Cancel the message",Manual Action by MS,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCM_FALCON027_2022,Technical error  report an incident,"KBA: PDI issue
Cancel the message",Manual Action by MS,No,154,nan,P,AP_SDM_MAINTAIN_PVOI_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,PVOI,013,2023-02-26,Manual Retry,Technical error PVOI 013; report an incident,AP-SDM,PVOI,I_PVOI_RECON_NOTIFICATION,nan,InventoryProcessing,NotifyPlanningOfInventoryReconciliation,http://sap.com/xi/AP/LogisticsExecution/Global,InventoryProcessingInventoryReconciliationOut,MaintainPlanningViewOfInventoryBasedOnInventoryReconciliation,http://sap.com/xi/AP/SupplyChainControl/Global,SupplyAndDemandMatchingInventoryReconciliationIn
SCM_FALCON027_2022,Technical error  report an incident,"KBA: PDI issue
Cancel the message",Manual Action by MS,No,154,nan,P,AP_SDM_MAINTAIN_PVOI_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,PVOI,013,2023-02-26,Manual Retry,Technical error PVOI 013; report an incident,AP-SDM,PVOI,I_PVOI_RECON_NOTIFICATION,nan,InventoryProcessing,NotifyPlanningOfInventoryReconciliation,http://sap.com/xi/AP/LogisticsExecution/Global,InventoryProcessingInventoryReconciliationOut,MaintainPlanningViewOfInventoryBasedOnInventoryReconciliation,http://sap.com/xi/AP/SupplyChainControl/Global,SupplyAndDemandMatchingInventoryReconciliationIn
SCM_FALCON028_2022,Error while creating or updating follow-up document,Outbound Delivery is cancelled -> Cancel the message,AMP Pending Manual action by MS,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCM_FALCON029_2022,User is locked. Please notify the person responsible,"Restart the message. If the message is not delivered then follow these KBA steps:

https://i7p.wdf.sap.corp/sap(bD1lbiZjPTAwMQ==)/bc/bsp/sno/ui_entry/entry.htm?param=69765F6D6F64653D3030312669765F7361706E6F7465735F6B65793D30313230303631353332303030303133323038373230313426",AMP Pending Manual action by DEV,Yes,154,nan,P,AP_DP_DELREQFULREQ_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APDL_MO_TASK,004,2023-02-06,Manual Retry,Operation not possible; purchase order 54513 locked by APX-000287 (Chandrashekar Maisaiah Pulluri).,AP-XPS-DLP,APDL_MO_TASK,I_APDL_INB_DEL_PROC_FULF_IN,nan,LogisticsExecutionControl,RequestDeliveryFulfilment,http://sap.com/xi/AP/SupplyChainControl/Global,LogisticsExecutionControlFulfilmentOut,MaintainInboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,InboundDeliveryProcessingFulfilmentIn
SCM_FALCON029_2022,Operation not possible;business document locked,"Restart the message. If the message is not delivered then follow these KBA steps:

https://i7p.wdf.sap.corp/sap(bD1lbiZjPTAwMQ==)/bc/bsp/sno/ui_entry/entry.htm?param=69765F6D6F64653D3030312669765F7361706E6F7465735F6B65793D30313230303631353332303030303133323038373230313426",AMP Pending Manual action by DEV,Yes,154,nan,P,AP_DP_DELREQFULREQ_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APDL_MO_TASK,004,2023-02-06,Manual Retry,Operation not possible; purchase order 54513 locked by APX-000287 (Chandrashekar Maisaiah Pulluri).,AP-XPS-DLP,APDL_MO_TASK,I_APDL_INB_DEL_PROC_FULF_IN,nan,LogisticsExecutionControl,RequestDeliveryFulfilment,http://sap.com/xi/AP/SupplyChainControl/Global,LogisticsExecutionControlFulfilmentOut,MaintainInboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,InboundDeliveryProcessingFulfilmentIn
SCM_FALCON029_2022,Operation not possible;business document locked,"Restart the message. If the message is not delivered then follow these KBA steps:

https://i7p.wdf.sap.corp/sap(bD1lbiZjPTAwMQ==)/bc/bsp/sno/ui_entry/entry.htm?param=69765F6D6F64653D3030312669765F7361706E6F7465735F6B65793D30313230303631353332303030303133323038373230313426",AMP Pending Manual action by DEV,Yes,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,LogisticsExecutionControl,RequestDeliveryFulfilment,http://sap.com/xi/AP/SupplyChainControl/Global,LogisticsExecutionControlFulfilmentOut,MaintainInboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,InboundDeliveryProcessingFulfilmentIn
SCM_FALCON029_2022,User is locked. Please notify the person responsible,"Restart the message. If the message is not delivered then follow these KBA steps:

https://i7p.wdf.sap.corp/sap(bD1lbiZjPTAwMQ==)/bc/bsp/sno/ui_entry/entry.htm?param=69765F6D6F64653D3030312669765F7361706E6F7465735F6B65793D30313230303631353332303030303133323038373230313426",AMP Pending Manual action by DEV,Yes,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,LogisticsExecutionControl,RequestDeliveryFulfilment,http://sap.com/xi/AP/SupplyChainControl/Global,LogisticsExecutionControlFulfilmentOut,MaintainOutboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentIn
SCM_FALCON030_2022,Reference document type Inbound Delivery with item type Delivery Return Item not permitted,"We observed a CRN(S005RVINT64461025) was created through webservice with dummy customer invoice reference with Follow-up activity as ""Return to Supplier"" which is not allowed. For creating CRN with follow-up activity as ""Return to Supplier"" we need to provide actual Third-Party Outbound Delivery reference. With Dummy Reference, it is not allowed to have follow-up activity as ""Return to supplier"". Since the validation is missing in Create CRN webservice, so user was able to create such scenario, However, it is not allowed through UI. Now when user creates return to supplier for this Customer Return Delivery, it does not fetch any Purchase Order reference due to which no master data values get fetched in the Return to Supplier UI.

So kindly cancel all the return scenarios where RTS is follow-up activity and referenced OD is not TPOP type.",AMP Pending Manual action by MS,No,154,nan,P,AP_DP_DELREQFULREQ_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,LSC_VAL,051,2023-01-10,Manual Retry,Type document référence Réception avec type article Poste de retour de livraison non autorisé,AP-XPS-DLP,LSC_VAL,I_APDL_OUTB_DEL_PROC_FULF_IN,nan,ReturnToSupplier,RequestReturnDeliveryToSupplier,http://sap.com/xi/AP/Purchasing/Global,ReturnToSupplierFulfilmentOut,MaintainOutboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentIn
SCM_FALCON030_2022,Reference document type Inbound Delivery with item type Delivery Return Item not permitted,"We observed a CRN(S005RVINT64461025) was created through webservice with dummy customer invoice reference with Follow-up activity as ""Return to Supplier"" which is not allowed. For creating CRN with follow-up activity as ""Return to Supplier"" we need to provide actual Third-Party Outbound Delivery reference. With Dummy Reference, it is not allowed to have follow-up activity as ""Return to supplier"". Since the validation is missing in Create CRN webservice, so user was able to create such scenario, However, it is not allowed through UI. Now when user creates return to supplier for this Customer Return Delivery, it does not fetch any Purchase Order reference due to which no master data values get fetched in the Return to Supplier UI.

So kindly cancel all the return scenarios where RTS is follow-up activity and referenced OD is not TPOP type.",AMP Pending Manual action by MS,No,154,nan,P,AP_DP_DELREQFULREQ_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,LSC_VAL,051,2023-03-30,Manual Retry,Reference document type Inbound Delivery with item type Delivery Return Item not permitted,AP-XPS-DLP,LSC_VAL,I_APDL_OUTB_DEL_PROC_FULF_IN,nan,ReturnToSupplier,RequestReturnDeliveryToSupplier,http://sap.com/xi/AP/Purchasing/Global,ReturnToSupplierFulfilmentOut,MaintainOutboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentIn
SCM_FALCON030_2022,Reference document type Inbound Delivery with item type Delivery Return Item not permitted,"We observed a CRN(S005RVINT64461025) was created through webservice with dummy customer invoice reference with Follow-up activity as ""Return to Supplier"" which is not allowed. For creating CRN with follow-up activity as ""Return to Supplier"" we need to provide actual Third-Party Outbound Delivery reference. With Dummy Reference, it is not allowed to have follow-up activity as ""Return to supplier"". Since the validation is missing in Create CRN webservice, so user was able to create such scenario, However, it is not allowed through UI. Now when user creates return to supplier for this Customer Return Delivery, it does not fetch any Purchase Order reference due to which no master data values get fetched in the Return to Supplier UI.

So kindly cancel all the return scenarios where RTS is follow-up activity and referenced OD is not TPOP type.",AMP Pending Manual action by MS,No,154,nan,P,AP_DP_DELREQFULREQ_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,LSC_VAL,051,2023-01-10,Manual Retry,Type document référence Réception avec type article Poste de retour de livraison non autorisé,AP-XPS-DLP,LSC_VAL,I_APDL_OUTB_DEL_PROC_FULF_IN,nan,ReturnToSupplier,RequestReturnDeliveryToSupplier,http://sap.com/xi/AP/Purchasing/Global,ReturnToSupplierFulfilmentOut,MaintainOutboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentIn
SCM_FALCON031_2023,Inbound delivery with ID &1 to be changed is cancelled,"The inbound delivery to be changed is already cancelled, so cancelling the message",AMP Pending Manual action by MS,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,OutboundDeliveryProcessing,NotifyOfOutboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingDeliveryNotificationOut,MaintainInboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,InboundDeliveryProcessingDeliveryNotificationIn
SCM_FALCON031_2023,Inbound delivery with ID &1 to be changed is cancelled,"The inbound delivery to be changed is already cancelled, so cancelling the message",AMP Pending Manual action by MS,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,OutboundDeliveryProcessing,NotifyOfOutboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingDeliveryNotificationOut,MaintainInboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,InboundDeliveryProcessingDeliveryNotificationIn
SCM_FALCON032_2023,Changing data not possible; data is read-only,Restart ,AMP Pending Manual action by MS,No,"154
",nan,P,AP_OUTBOUND_DELIVERY,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,AP_ESI_COMMON,107,2023-03-19,Manual Retry,Changing data not possible; data is read-only,AP-ODP-OD,AP_ESI_COMMON,I_APDL_CONSIGN_PRC_FLF_NTF_IN,nan,SalesOrderProcessing,NotifyOfSalesOrderConsignmentIssue,http://sap.com/xi/AP/CRM/Global,ConsignmentIssueFulfilmentNotificationOut,MaintainConsignmentIssue,http://sap.com/xi/AP/LogisticsExecution/Global,ConsignmentIssueProcessingFulfilmentNotificationIn
SCM_FALCON032_2023,Changing data not possible; data is read only,Restart ,AMP Pending Manual action by MS,No,154,nan,P,AP_OUTBOUND_DELIVERY,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,AP_ESI_COMMON,107,2023-03-19,Manual Retry,Changing data not possible; data is read-only,AP-ODP-OD,AP_ESI_COMMON,I_APDL_CONSIGN_PRC_FLF_NTF_IN,nan,SalesOrderProcessing,NotifyOfSalesOrderConsignmentIssue,http://sap.com/xi/AP/CRM/Global,ConsignmentIssueFulfilmentNotificationOut,MaintainConsignmentIssue,http://sap.com/xi/AP/LogisticsExecution/Global,ConsignmentIssueProcessingFulfilmentNotificationIn
SCM_FALCON033_2023,Unit of measure missing,Cancelled,AMP Pending Manual action by MS,No,"150
",nan,P,AP_EXT_PROC_TRIG_RESP_SVR_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,LSC_VAL,041,2023-03-23,nan,Unit of measure missing,AP-EPT,LSC_VAL,I_EPTR_ORDERING_NOTIF_IN,nan,PurchaseOrderProcessing,NotifyOfPurchaseOrder,http://sap.com/xi/AP/Purchasing/Global,PurchaseOrderProcessingOrderingNotificationOut,MaintainPlanningViewOfPurchaseOrder,http://sap.com/xi/AP/SupplyChainControl/Global,ExternalProcurementTriggerAndResponseOrderingNotificationIn
SCM_FALCON033_2023,Unit of measure missing,Cancelled,AMP Pending Manual action by MS,No,"150
",nan,P,AP_EXT_PROC_TRIG_RESP_SVR_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,LSC_VAL,041,2023-03-23,nan,Unit of measure missing,AP-EPT,LSC_VAL,I_EPTR_ORDERING_NOTIF_IN,nan,PurchaseOrderProcessing,NotifyOfPurchaseOrder,http://sap.com/xi/AP/Purchasing/Global,PurchaseOrderProcessingOrderingNotificationOut,MaintainPlanningViewOfPurchaseOrder,http://sap.com/xi/AP/SupplyChainControl/Global,ExternalProcurementTriggerAndResponseOrderingNotificationIn
SCM_FALCON034_2023,Reconciliation period counter value not valid,Cancelled,Manual Action by Dev,No,154,nan,P,AP_DP_DELREQFULREQ_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APDL_MO_I,036,2023-03-20,Manual Retry,Reconciliation period counter value not valid,AP-XPS-DLP,APDL_MO_I,I_APDL_OUTB_DEL_PROC_FULF_IN,nan,CustomerReturnProcessing,Request,http://sap.com/xi/AP/CRM/Global,CustomerReturnProcessingFulfilmentOut,MaintainOutboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentIn
SCM_FALCON034_2023,Reconciliation period counter value not valid,Cancelled,Manual Action by Dev,No,154,nan,P,AP_DP_DELREQFULREQ_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APDL_MO_I,036,2023-03-20,Manual Retry,Reconciliation period counter value not valid,AP-XPS-DLP,APDL_MO_I,I_APDL_OUTB_DEL_PROC_FULF_IN,nan,CustomerReturnProcessing,Request,http://sap.com/xi/AP/CRM/Global,CustomerReturnProcessingFulfilmentOut,MaintainOutboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentIn
SCM_FALCON034_2023,Reconcilation got delivered,Cancelled,Manual Action by Dev,No,154,nan,P,AP_SDM_MAINTAIN_PVOI_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,PVOI,013,2023-03-21,Manual Retry,Technical error PVOI 013; report an incident,AP-SDM,PVOI,I_PVOI_RECON_NOTIFICATION,nan,InventoryProcessing,NotifyPlanningOfInventoryReconciliation,http://sap.com/xi/AP/LogisticsExecution/Global,InventoryProcessingInventoryReconciliationOut,MaintainPlanningViewOfInventoryBasedOnInventoryReconciliation,http://sap.com/xi/AP/SupplyChainControl/Global,SupplyAndDemandMatchingInventoryReconciliationIn
SCM_FALCON035_2023,Invalid party ID,Restart ,AMP Pending Manual action by MS,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,SalesOrderProcessing,NotifyOfSalesOrderConsignmentIssue,http://sap.com/xi/AP/CRM/Global,ConsignmentIssueFulfilmentNotificationOut,MaintainConsignmentIssue,http://sap.com/xi/AP/LogisticsExecution/Global,ConsignmentIssueProcessingFulfilmentNotificationIn
SCM_FALCON035_2023,Invalid party ID,Restart ,AMP Pending Manual action by MS,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,SalesOrderProcessing,NotifyOfSalesOrderConsignmentIssue,http://sap.com/xi/AP/CRM/Global,ConsignmentIssueFulfilmentNotificationOut,MaintainConsignmentIssue,http://sap.com/xi/AP/LogisticsExecution/Global,ConsignmentIssueProcessingFulfilmentNotificationIn
SCM_FALCON036_2023,Invalid party ID,Cancelled,AMP Pending Manual action by MS,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,OutboundDeliveryProcessing,ConfirmFulfilment,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentOut,ChangeLogisticsExecutionRequisitionBasedOnDeliveryFulfilmentConfirmation,http://sap.com/xi/AP/SupplyChainControl/Global,LogisticsExecutionControlFulfilmentIn
SCM_FALCON036_2023,Invalid party ID,Cancelled,AMP Pending Manual action by MS,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,OutboundDeliveryProcessing,ConfirmFulfilment,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentOut,ChangeLogisticsExecutionRequisitionBasedOnDeliveryFulfilmentConfirmation,http://sap.com/xi/AP/SupplyChainControl/Global,LogisticsExecutionControlFulfilmentIn
SCM_FALCON037_2023,Operation not possible;business document locked,"The inbound delivery to be changed is already cancelled, so cancelling the message",AMP Pending Manual action by MS,No,"0
",nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,Production,ConfirmProductionRequest,http://sap.com/xi/AP/LogisticsExecution/Global,ProductionProducingOut,ChangeProductionRequisitionBasedOnProductionRequestConfirmation,http://sap.com/xi/AP/SupplyChainControl/Global,ProductionTriggerAndResponseProducingIn
SCM_FALCON037_2023,Operation not possible;business document locked,"The inbound delivery to be changed is already cancelled, so cancelling the message",AMP Pending Manual action by MS,No,"0
",nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,Production,ConfirmProductionRequest,http://sap.com/xi/AP/LogisticsExecution/Global,ProductionProducingOut,ChangeProductionRequisitionBasedOnProductionRequestConfirmation,http://sap.com/xi/AP/SupplyChainControl/Global,ProductionTriggerAndResponseProducingIn
SCM_FALCON038_2023,Changes not allowed; the order is in approval status,Sent to the customer for approval,Manual Action by MS,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,OutboundDeliveryProcessing,NotifyOfOutboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingDeliveryNotificationOut,MaintainInboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,InboundDeliveryProcessingDeliveryNotificationIn
SCM_FALCON038_2023,Changes not allowed; The order is in approval status,Sent to the customer for approval,Manual Action by MS,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,OutboundDeliveryProcessing,NotifyOfOutboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingDeliveryNotificationOut,MaintainInboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,InboundDeliveryProcessingDeliveryNotificationIn
SCM_FALCON039_2023, No access possible via a 'NULL' data reference.,Restart ,Central,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,CustomerInvoiceProcessing,NotifyOfFulfillmentOfOutboundDelivery,http://sap.com/xi/AP/CustomerInvoicing/Global,CustomerInvoiceProcessingFulfillmentNotificationOut,MaintainOutboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentNotificationIn
SCM_FALCON040_2023,Quantity for deleted entry 000004 must be zero,Reconcilied,AMP Pending Manual action by MS,No,"154
",nan,P,AP_PRD_TRIGGER_RESPONSE_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APPRN_BO_CRP,071,2023-02-27,Manual Retry,????? 000004 ???????,AP-PTR,APPRN_BO_CRP,I_APPTR_PRODUCING_IN_IB,nan,Production,ConfirmProductionRequest,http://sap.com/xi/AP/LogisticsExecution/Global,ProductionProducingOut,ChangeProductionRequisitionBasedOnProductionRequestConfirmation,http://sap.com/xi/AP/SupplyChainControl/Global,ProductionTriggerAndResponseProducingIn
SCM_FALCON040_2023,Quantity must be null for deleted input 000004,Reconcilied,AMP Pending Manual action by MS,No,"154
",nan,P,AP_PRD_TRIGGER_RESPONSE_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APPRN_BO_CRP,071,2023-02-27,Manual Retry,????? 000004 ???????,AP-PTR,APPRN_BO_CRP,I_APPTR_PRODUCING_IN_IB,nan,Production,ConfirmProductionRequest,http://sap.com/xi/AP/LogisticsExecution/Global,ProductionProducingOut,ChangeProductionRequisitionBasedOnProductionRequestConfirmation,http://sap.com/xi/AP/SupplyChainControl/Global,ProductionTriggerAndResponseProducingIn
SCM_FALCON041_2023, Reference document for confirmation item schedule line missing,"By restarting, the issue got resolved and message got delivered.",AMP Pending Manual action by MS,No,"0
",nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,LogisticsExecutionControl,RequestDeliveryFulfilment,http://sap.com/xi/AP/SupplyChainControl/Global,LogisticsExecutionControlFulfilmentOut,MaintainOutboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentIn
SCM_FALCON041_2023,Configuration for location processing not found,"By restarting, the issue got resolved and message got delivered.",AMP Pending Manual action by MS,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,LogisticsExecutionControl,RequestDeliveryFulfilment,http://sap.com/xi/AP/SupplyChainControl/Global,LogisticsExecutionControlFulfilmentOut,MaintainOutboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentIn
SCM_FALCON042_2023,Technical error AP_SPRQ_T100_MSG 085,message restarted and delivered.,AMP Pending Manual action by MS,No,"49
",nan,P,AP_CUSTOMER_REQ_PROC_PRX,/LCAP/LREQ_ORDERU01,/LCAP/SAPLREQ_ORDER,SRT_CORE,131,2023-02-01,Manual Retry,An exception occurred,AP-CR,SRT_CORE,I_APCRP_CR_FULFILLMENT_IB,nan,SalesOrderProcessing,RequestProductCustomerRequirementReservationAndFulfillment,http://sap.com/xi/AP/CRM/Global,SalesOrderProcessingFulfillmentOut,MaintainCustomerRequirement,http://sap.com/xi/AP/SupplyChainControl/Global,CustomerRequirementProcessingFulfillmentIn
SCM_FALCON042_2023,Saving supply planning requirement not possible; internal inconsistencies,message restarted and delivered.,AMP Pending Manual action by MS,No,49,nan,P,AP_CUSTOMER_REQ_PROC_PRX,/LCAP/LREQ_ORDERU01,/LCAP/SAPLREQ_ORDER,SRT_CORE,131,2023-02-01,Manual Retry,An exception occurred,AP-CR,SRT_CORE,I_APCRP_CR_FULFILLMENT_IB,nan,SalesOrderProcessing,RequestProductCustomerRequirementReservationAndFulfillment,http://sap.com/xi/AP/CRM/Global,SalesOrderProcessingFulfillmentOut,MaintainCustomerRequirement,http://sap.com/xi/AP/SupplyChainControl/Global,CustomerRequirementProcessingFulfillmentIn
